date,user,coordinates,text,place,bounding_box
Mon May 17 07:24:27 +0000 2021,Reza_soleimany1,no coordinates,🔺رسانه‌های اسرائیلی اعلام کردند که در حادثه فروریختن سکوی کنیسه یهودی در گعفات زئیو، تا این لحظه دو صهیونیست به هلا… https://t.co/l1lokMjHXM,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:24:29 +0000 2021,Fatimabdulla87,no coordinates,@Maiyoos Can’t wait to see you 🥲❤️,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:24:31 +0000 2021,AyshaJanji,no coordinates,@Sinfulemons Cutieee💕💕,Umm Al Quwain,[[[55.510123 25.340567] [55.510123 25.655915] [55.881973 25.655915] [55.881973 25.340567]]]
Mon May 17 07:24:37 +0000 2021,Reza_soleimany1,no coordinates,🔺تل‌آویو، سران و فرماندهان حماس را رسماً به ترور تهدید کرد🔹فرمانده نیروهای جنوبی ارتش رژیم صهیونیستی مدعی شد احتم… https://t.co/MTMbYO1CF1,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:24:48 +0000 2021,amanisms,no coordinates,The Global Campaign to Support Palestine Press the button below the tweet 👇 #FreePalaestine #فلسطين_حره,Al Dakhiliyah,[[[55.078816 17.045778] [55.078816 23.534732] [58.140334 23.534732] [58.140334 17.045778]]]
Mon May 17 07:24:54 +0000 2021,Reza_soleimany1,no coordinates,📸 استوری نوید محمد‌زاده در حمایت از مردم #فلسطین https://t.co/K12sVuuAys,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:24:55 +0000 2021,Mucho1991,no coordinates,@rmiitaa تو شروع که همه شاعرن، تهش مهمه,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:25:01 +0000 2021,GemHaunter,no coordinates,Meanwhile... $CELO https://t.co/ARmXBF6bgG,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:25:02 +0000 2021,ehsannaseriii,no coordinates,بابک پدرتو,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:25:14 +0000 2021,AndPrestes,no coordinates,@desmentindobozo #DesmentindoBolsonaro,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:25:28 +0000 2021,rezakarimi_,no coordinates,@sahar_r78 باور کنید این منم که به شما وعده میدم😂😂😂😂😂😂,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:25:30 +0000 2021,a7k_dxb,no coordinates,If you’re good at coding python hmu,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:25:35 +0000 2021,abolyan77,no coordinates,@7_mutlaq المؤشر !,Qatar,[[[50.750076 24.556366] [50.750076 26.182898] [51.630581 26.182898] [51.630581 24.556366]]]
Mon May 17 07:25:45 +0000 2021,manacarpenters,no coordinates,بمیرم برای مظلومیت اینا. خیلی پیر شدن ، بلاه بلاه بلاه,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:25:47 +0000 2021,TheRespectable_,no coordinates,@_Saudafc 😭😭😭😭😭😭😭😭😭😭😭😭😭,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:25:50 +0000 2021,SamsamiSiavash,no coordinates,@ga_khamenei آقاهرچی باشه اسراییل دشمن ماهست,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:25:51 +0000 2021,saadat65,no coordinates,@behnamsamadi_ir ممنونم,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:25:51 +0000 2021,juvsjuvyyyy,no coordinates,https://t.co/D9JQ1PYEqeFollow please ❤️,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:26:00 +0000 2021,naishakid,no coordinates,@Outstandjing Ta tapi paaak…,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 07:26:00 +0000 2021,abedakbari,no coordinates,@HamidRezaAz https://t.co/PLV19pg6Jv,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:26:04 +0000 2021,ammaryar_ir,no coordinates,📣 مستند داستانی #دویست_و_هشتاد_روز⭕️ مستندی جنجالی، با موضوع #سزارین و روایت دیدنی از اوج تکامل زنان...📺 دانلود… https://t.co/ozgv3F4N8w,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:26:13 +0000 2021,ManLikeTeka,no coordinates,https://t.co/Ef0DYzgztc,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:26:18 +0000 2021,mohammad_ekrami,no coordinates,انتخابات بدون #میرقائد صفا نداره....#محسن_رضائي #انتخابات_ریاست‌جمهوری۱۴۰۰,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:26:18 +0000 2021,Mucho1991,no coordinates,@ElaaRfp93 @ghazal_ans نمیفهمن که نمیفهمن که نمیفهمن 🤦قدر پسر کاری رو هم نمیدونن,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:26:22 +0000 2021,rapzahir,no coordinates,مزخرف ترين اتفاق ممکن اینه که هم باید درس بخونی هم چشمت شمارش آرا مردمی برا رئیس جمهور باشه هم تو گوشت هندزفری باشه… https://t.co/qRBK9c4WOR,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:26:27 +0000 2021,zoheir_m98,no coordinates,#رژیم_صهیونیستی تو جنگاش از ۲۰۰۷ به اینور پیروز شده 😳😂😂#ساقی‌_حلالخور,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:26:31 +0000 2021,single_dxb__bot,no coordinates,Lipat bahay nnman,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:26:31 +0000 2021,SaeedAlHosani8,no coordinates,@uaefilmmaker والله والنعم و كفووو على هاي الجهود الطيبه,دبي,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:26:31 +0000 2021,ahmadkk523,no coordinates,#AqsaCallsArmies #FreePalaestine#Gaza_Under_Attack #IsraelTerrorismUnfortunately 💔 https://t.co/aQ0vUzEp8w,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:26:39 +0000 2021,mz_tkd7,no coordinates,Finals week 🙏🥺,Ajman,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Mon May 17 07:26:41 +0000 2021,fatemehyolchi,no coordinates,Iranian armies supporting BTS#BBMAsTopSocial @BTS_twt 🇰🇷❤🇮🇷🇮🇷❤bts https://t.co/heJojGOfHf,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:26:51 +0000 2021,barzegari_m_77,no coordinates,@amin_omidi_B72 @aghayeakbari @_ghasedakk14 اول اینکه مودب باشیندوم اینکه دشمن تو میدونه ، وظیفه دونستم تنهاش نزار… https://t.co/jLi3QXdLWM,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:26:52 +0000 2021,Mucho1991,no coordinates,@Shahkar1112 منم پیرمردم,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:26:56 +0000 2021,PinkTaxiRunner,no coordinates,Why does she/he have to be anonymous to express the mourning of Arab brothers? The current events in Palestine have… https://t.co/fsYfp82yX2,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:26:57 +0000 2021,khanzainab621,no coordinates,In my experience of ITV  I rarely came across Any popular Ship giving so much respect  adoration to each other N… https://t.co/LwD4f5dXoo,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:27:00 +0000 2021,TheRespectable_,no coordinates,@u2nd1 @Exoip ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:27:01 +0000 2021,danyalmourad,no coordinates,صباح الفل والياسمين عليكم 🌸🌸🌸💐🙏 https://t.co/ZwPfroOfiQ,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 07:27:07 +0000 2021,SamsamiSiavash,no coordinates,@ahadian_ir @mb_ghalibaf جناب قالیباف من کار میخوام,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:27:12 +0000 2021,DheyaaSquared,no coordinates,الحزن و القهر. الكلمات لا تكفي.,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Mon May 17 07:27:15 +0000 2021,TaghipourHosein,no coordinates,@org_nari دلار و سلامتی اجتماعی میتونه حال آدمهارو خوب کنه,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:27:26 +0000 2021,AzadeMokhtari,no coordinates,امروز، #زهرا_رهنورد و #میرحسین_موسوی واکسن #کرونا دریافت کردند. https://t.co/UyZKLswiKE,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:27:29 +0000 2021,aghayeakbari,no coordinates,@afaz_br1 😂😂آخه فاجعه میشهاحمدی نژاد که تایید نمیشه و خیلی از هواداراش رای نمیدنقشر زیادی از هواداران دکتر محمد… https://t.co/Wk5M3oXZFD,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:27:37 +0000 2021,takhtiamm2,no coordinates,#محسن_رضایی: باید مسئولیت و کار را دست مردم بدهیم و درست نظارت کنیم نه مانند الان که نظارت نیست.#دولت_مردمی https://t.co/mIgY3VXXa4,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:27:38 +0000 2021,rezakarimi_,no coordinates,@lili_eli3 https://t.co/naNKHYpIpQ,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:27:42 +0000 2021,AliArya23654408,no coordinates,آقای غفاری و تمامی عزیزان،یک بار به اسم امام زمان(عج)برای احمدی نژاد هاله نور را تعریف کردن،دیدیم ثمرش را،یک بار هم… https://t.co/PkeqRc8e6Q,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:27:43 +0000 2021,MohamedZarandah,no coordinates,يا جماعة انا لو بدي اعمل جواز او اجدد جواز بغزة بهالفترة بنفع ولا صعب !!,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 07:27:49 +0000 2021,SaeedAlHosani8,no coordinates,السعيد من أسعد غيرهوالكريم من شمل الأخرين بكرمه والطيب من شعر الناس بالأمان بوجوده بينهم يحبونه ويحبهم اللهم وفق… https://t.co/w5qEUjqXYK,دبي,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:27:50 +0000 2021,klood_alb,no coordinates," يحميكَ الله بنواياك الصَّادقةُ فاطمئِن .",Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 07:27:52 +0000 2021,Reza_soleimany1,no coordinates,🚨آژیرهای هشدار در ۴ روز اول درگیری‌ها میان مقاومت غزه و اسرائیل https://t.co/mLhlW3N6wX,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:27:54 +0000 2021,saeedmaaleki,no coordinates,از تولید به مصرف انتخاباتی,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:27:57 +0000 2021,mostafahashemi_,no coordinates,@Khanalizadeh_IR @TohidAzizi اینهمه کلوپ و ورزش و باشگاه ها تو کشور های دیگه هست که تو ایران نیست.,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:28:01 +0000 2021,MinusMohammad,no coordinates,@Mim_Nevesht هی بیانیه هارو میخونم بعد هرجمله ای رو میخونم شک میکنم که روحانی یا یه شخص دیگه نگاه میکنم میبینم نه ع… https://t.co/MNOPamABAK,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:28:02 +0000 2021,wewillll,no coordinates,@fatemeeeeeeee @MahdiFrgh گل کشیدی یا عرق خوردی؟,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:28:02 +0000 2021,MahaAlAnsari,no coordinates,@sha_ri_fa Yummmm,Doha,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
Mon May 17 07:28:05 +0000 2021,Didex_crypto_fa,no coordinates,#ایلان_ماسک با توسعه‌گران #دوج‌کوین برای بهتر کردن وضعیت بهره‌وریش کار کرد.,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:28:11 +0000 2021,zaaayh,no coordinates,@annaya_says Tysm behn... ✌🎈,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Mon May 17 07:28:28 +0000 2021,AyshaJanji,no coordinates,@Sinfulemons Awww thanks🥺💘💘💘,Umm Al Quwain,[[[55.510123 25.340567] [55.510123 25.655915] [55.881973 25.655915] [55.881973 25.340567]]]
Mon May 17 07:28:31 +0000 2021,wewillll,no coordinates,@fatemeeeeeeee باز چیکار کردن؟,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:28:34 +0000 2021,mhn_jv,no coordinates,@BaninBarzkar 🥲 https://t.co/kE3de5ozA4,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:28:34 +0000 2021,newsemaratyah,[55.27580023 25.19706581],هذه اسهل تمارين التمدد لزيادة الطول  https://t.co/jG9JwqB5aa https://t.co/H1qhkfHq5R,دبي,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:28:34 +0000 2021,vfrancisjohn,no coordinates,#live @ NEW AGE FINANCE &amp; ACCOUNTING SUMMIT #ktnafa  by @khaleejtimes #khaleejtimes https://t.co/JdRsK2iRK0 with… https://t.co/mubENZVtGd,The Ritz-Carlton Dubai International Financial Centre,[[[55.279473 25.213067] [55.279473 25.213067] [55.279473 25.213067] [55.279473 25.213067]]]
Mon May 17 07:28:38 +0000 2021,zoheir_m98,no coordinates,#رژیم_صهیونیستی تو جنگاش از ۲۰۰۷ به اینور پیروز شده 😳😂😂احتمالا اینایی که الان دارن موشک میزنن تلاویو اجنه هستن 😂… https://t.co/om0BVdJzQz,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:28:57 +0000 2021,TheRespectable_,no coordinates,😂😂😂😂😂,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:29:10 +0000 2021,EbtehajG,no coordinates,The Incident That Never Happened https://t.co/z9J29AX9iT,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:29:10 +0000 2021,khaloud11111,no coordinates,اللهم كن لهم عونًا ووليًا ونصيرًا 🙏🇴🇲#القدس_ينتفض🇵🇸 https://t.co/IDDEGORzqj,الباطنة,[[[56.138401 23.29178] [56.138401 24.980924] [58.27915 24.980924] [58.27915 23.29178]]]
Mon May 17 07:29:13 +0000 2021,GBAISI9,no coordinates,https://t.co/s1G5KLoe4G,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 07:29:16 +0000 2021,NiixPunzalan,no coordinates,@immabrey TRUE! She’s my bet nung Top 5 na. 🥺,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:29:19 +0000 2021,Abbas5833,no coordinates,UN on Israel terror #Shame#GazaUnderAttak https://t.co/NwCT27VULZ,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:29:23 +0000 2021,Fotrosmediatv,no coordinates,خطبه ۲۷نهج البلاغه:اطلاع یافته ام یکى از سربازان معاویه به یک زن مسلمان حمله کرده و دیگرى به زنى غیر مسلمان که با… https://t.co/G8LWHFPN7D,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
